Wall time,Step,Value
1718313400.8519633,4157,9.881999969482422
1718314115.593153,8316,8.487000465393066
1718314841.5120745,12475,7.89900016784668
1718315543.6487062,16634,7.517000198364258
1718316256.4109895,20793,7.229000091552734
